optimal_tour,optimal_tour_length,simulated_annealing_tour,simulated_annealing_tour_length,score,time
"{1, 6, 16, 9, 18, 20, 11, 10, 13, 4, 12, 3, 5, 7, 8, 17, 14, 19, 15, 2, 1}",3.454305,"{1, 2, 15, 19, 14, 17, 8, 7, 5, 3, 12, 9, 18, 4, 13, 10, 11, 20, 6, 16, 1}",3.886882,0.125228,0.046451
"{1, 11, 12, 9, 6, 14, 2, 7, 16, 17, 5, 8, 3, 18, 4, 19, 15, 13, 10, 20, 1}",3.867075,"{1, 20, 10, 13, 15, 19, 4, 18, 3, 8, 5, 17, 16, 7, 2, 14, 6, 9, 12, 11, 1}",3.867074,0.000000,0.046628
"{1, 7, 19, 8, 12, 14, 6, 11, 4, 20, 13, 2, 5, 3, 15, 9, 10, 17, 18, 16, 1}",3.636064,"{1, 16, 18, 17, 9, 10, 15, 3, 5, 2, 13, 20, 4, 11, 14, 6, 12, 8, 7, 19, 1}",3.788187,0.041837,0.046846
"{1, 19, 3, 18, 6, 20, 15, 2, 17, 9, 12, 13, 5, 10, 14, 11, 16, 7, 8, 4, 1}",3.936516,"{1, 19, 3, 18, 6, 20, 15, 2, 17, 9, 13, 12, 5, 10, 11, 14, 16, 7, 8, 4, 1}",4.040067,0.026305,0.046745
"{1, 20, 10, 13, 2, 6, 16, 14, 8, 19, 3, 9, 18, 4, 11, 7, 17, 12, 5, 15, 1}",4.351428,"{1, 11, 4, 18, 9, 3, 19, 8, 14, 16, 6, 2, 13, 10, 20, 15, 5, 12, 17, 7, 1}",4.457564,0.024391,0.046630
"{1, 8, 20, 14, 3, 17, 4, 11, 18, 5, 7, 9, 10, 15, 12, 2, 6, 19, 16, 13, 1}",3.887558,"{1, 13, 16, 19, 6, 2, 12, 15, 10, 9, 7, 5, 18, 11, 4, 17, 3, 14, 20, 8, 1}",3.887557,0.000000,0.046735
"{1, 12, 6, 18, 4, 2, 16, 20, 19, 11, 13, 9, 17, 8, 10, 14, 7, 3, 15, 5, 1}",3.638443,"{1, 12, 6, 18, 4, 2, 16, 20, 19, 11, 13, 9, 17, 8, 10, 14, 15, 5, 3, 7, 1}",3.646923,0.002331,0.046682
"{1, 19, 8, 6, 12, 13, 14, 9, 11, 15, 7, 3, 16, 18, 4, 17, 2, 10, 20, 5, 1}",3.386471,"{1, 19, 5, 20, 2, 10, 8, 6, 12, 13, 14, 9, 11, 15, 7, 3, 16, 18, 4, 17, 1}",3.473403,0.025670,0.046844
"{1, 7, 2, 5, 6, 12, 15, 14, 20, 4, 16, 19, 8, 18, 17, 11, 3, 10, 9, 13, 1}",3.990047,"{1, 7, 2, 5, 6, 12, 15, 14, 20, 4, 16, 19, 8, 18, 17, 11, 3, 10, 9, 13, 1}",3.990047,0.000000,0.046359
"{1, 19, 15, 16, 8, 14, 17, 2, 5, 20, 7, 12, 9, 6, 11, 4, 18, 13, 10, 3, 1}",4.636292,"{1, 19, 3, 10, 13, 18, 5, 20, 2, 17, 14, 8, 15, 16, 7, 12, 4, 11, 6, 9, 1}",4.765881,0.027951,0.046638
"{1, 2, 19, 14, 3, 20, 17, 5, 8, 10, 9, 13, 12, 11, 15, 16, 6, 7, 4, 18, 1}",3.488503,"{1, 2, 19, 14, 3, 20, 17, 5, 8, 10, 9, 13, 12, 11, 15, 16, 6, 7, 4, 18, 1}",3.488503,0.000000,0.046827
"{1, 11, 13, 12, 5, 3, 17, 4, 7, 6, 10, 9, 19, 18, 20, 15, 16, 14, 8, 2, 1}",3.102074,"{1, 11, 13, 12, 5, 3, 17, 6, 10, 9, 19, 20, 15, 18, 7, 4, 16, 14, 8, 2, 1}",3.387045,0.091865,0.046887
"{1, 18, 3, 7, 12, 13, 15, 17, 14, 2, 4, 16, 5, 10, 19, 6, 8, 9, 11, 20, 1}",4.210964,"{1, 20, 11, 10, 5, 16, 4, 14, 17, 15, 13, 12, 7, 2, 19, 6, 8, 9, 3, 18, 1}",4.651126,0.104528,0.046932
"{1, 2, 10, 3, 15, 16, 12, 5, 11, 20, 4, 8, 6, 18, 13, 7, 14, 17, 19, 9, 1}",4.121262,"{1, 2, 10, 3, 15, 16, 12, 5, 11, 20, 4, 8, 6, 13, 7, 14, 17, 18, 19, 9, 1}",4.188892,0.016410,0.046645
"{1, 8, 20, 17, 15, 16, 10, 5, 6, 19, 14, 13, 18, 11, 12, 3, 7, 2, 9, 4, 1}",3.355345,"{1, 8, 20, 17, 15, 16, 10, 5, 6, 19, 14, 13, 18, 11, 3, 7, 12, 2, 9, 4, 1}",3.363760,0.002508,0.046513
"{1, 3, 4, 10, 18, 2, 12, 17, 8, 11, 13, 14, 9, 6, 19, 5, 7, 20, 15, 16, 1}",3.863443,"{1, 3, 4, 20, 7, 5, 19, 6, 9, 14, 13, 11, 8, 17, 16, 15, 12, 2, 18, 10, 1}",3.996714,0.034495,0.046739
"{1, 17, 11, 8, 3, 2, 5, 15, 12, 9, 13, 14, 19, 7, 18, 4, 16, 10, 20, 6, 1}",3.608154,"{1, 6, 20, 10, 16, 4, 18, 7, 19, 14, 13, 15, 5, 2, 3, 17, 8, 11, 12, 9, 1}",3.842274,0.064886,0.046886
"{1, 19, 4, 8, 11, 2, 15, 16, 18, 10, 3, 5, 6, 9, 7, 17, 12, 13, 14, 20, 1}",4.052193,"{1, 20, 14, 13, 17, 12, 8, 4, 15, 2, 11, 7, 9, 6, 5, 3, 10, 18, 16, 19, 1}",4.369769,0.078371,0.046682
"{1, 20, 19, 2, 10, 3, 4, 13, 7, 8, 17, 5, 15, 18, 12, 6, 16, 11, 14, 9, 1}",4.063525,"{1, 20, 19, 13, 7, 8, 17, 5, 15, 18, 12, 6, 16, 11, 14, 9, 10, 3, 4, 2, 1}",4.076814,0.003270,0.046830
"{1, 6, 12, 18, 14, 2, 15, 17, 5, 8, 4, 10, 13, 16, 11, 9, 19, 20, 7, 3, 1}",3.890742,"{1, 3, 6, 12, 18, 7, 20, 19, 9, 11, 16, 13, 10, 4, 8, 5, 15, 2, 14, 17, 1}",4.035974,0.037328,0.046806
"{1, 17, 19, 6, 15, 5, 9, 10, 2, 11, 18, 8, 3, 4, 14, 16, 13, 7, 12, 20, 1}",3.670763,"{1, 17, 19, 6, 15, 5, 9, 10, 18, 11, 2, 4, 8, 3, 14, 16, 13, 7, 12, 20, 1}",3.899786,0.062391,0.046756
"{1, 17, 20, 5, 2, 8, 19, 3, 11, 10, 9, 7, 4, 18, 6, 14, 16, 15, 12, 13, 1}",3.632356,"{1, 3, 11, 10, 9, 7, 4, 18, 6, 14, 16, 15, 12, 13, 5, 2, 8, 19, 20, 17, 1}",3.895218,0.072367,0.046816
"{1, 15, 3, 10, 7, 13, 5, 19, 12, 16, 11, 20, 4, 6, 17, 9, 2, 8, 14, 18, 1}",3.997226,"{1, 15, 3, 10, 7, 13, 5, 19, 12, 16, 11, 20, 4, 6, 17, 9, 2, 8, 14, 18, 1}",3.997226,0.000000,0.046685
"{1, 20, 15, 13, 18, 8, 16, 12, 14, 11, 9, 6, 4, 2, 5, 3, 17, 19, 7, 10, 1}",4.049880,"{1, 10, 7, 19, 17, 3, 5, 2, 4, 6, 9, 11, 16, 14, 12, 8, 18, 13, 15, 20, 1}",4.056206,0.001562,0.046630
"{1, 17, 16, 7, 3, 4, 8, 14, 10, 20, 11, 6, 5, 19, 18, 9, 15, 2, 12, 13, 1}",4.001407,"{1, 13, 12, 2, 7, 15, 9, 18, 19, 5, 6, 11, 20, 10, 14, 8, 4, 3, 16, 17, 1}",4.133215,0.032941,0.046960
"{1, 3, 16, 7, 2, 5, 9, 20, 17, 6, 19, 14, 12, 15, 4, 18, 10, 8, 11, 13, 1}",4.096235,"{1, 13, 11, 8, 10, 18, 12, 14, 6, 17, 20, 19, 15, 4, 9, 5, 2, 7, 16, 3, 1}",4.205482,0.026670,0.047113
"{1, 17, 10, 14, 3, 18, 5, 2, 13, 11, 4, 19, 20, 12, 15, 6, 8, 16, 7, 9, 1}",3.815207,"{1, 17, 18, 3, 10, 14, 5, 2, 13, 4, 11, 19, 20, 12, 15, 6, 8, 16, 7, 9, 1}",3.901248,0.022552,0.046650
"{1, 14, 5, 7, 16, 2, 4, 9, 20, 13, 10, 6, 18, 17, 8, 12, 3, 11, 19, 15, 1}",3.127206,"{1, 15, 19, 11, 3, 12, 8, 17, 18, 6, 10, 13, 20, 9, 4, 2, 16, 7, 5, 14, 1}",3.127206,0.000000,0.046864
"{1, 14, 17, 5, 3, 15, 13, 11, 10, 4, 12, 6, 9, 2, 7, 18, 8, 19, 20, 16, 1}",3.979393,"{1, 14, 17, 5, 3, 15, 13, 11, 10, 4, 12, 6, 9, 2, 7, 18, 8, 19, 20, 16, 1}",3.979393,0.000000,0.046420
"{1, 14, 8, 3, 7, 18, 2, 16, 19, 11, 6, 13, 15, 4, 10, 17, 9, 20, 12, 5, 1}",3.444315,"{1, 14, 8, 3, 7, 18, 2, 16, 19, 11, 6, 9, 13, 15, 4, 10, 17, 20, 12, 5, 1}",3.617887,0.050394,0.047289
"{1, 13, 8, 20, 19, 5, 3, 16, 9, 10, 15, 7, 2, 12, 11, 18, 14, 4, 17, 6, 1}",4.347058,"{1, 12, 11, 18, 14, 4, 7, 2, 15, 10, 9, 16, 17, 6, 3, 5, 19, 13, 20, 8, 1}",4.416494,0.015973,0.046913
"{1, 5, 2, 7, 11, 13, 8, 15, 4, 20, 12, 19, 3, 18, 16, 10, 9, 17, 14, 6, 1}",3.963327,"{1, 6, 14, 17, 9, 10, 18, 16, 19, 12, 4, 15, 8, 20, 13, 11, 7, 2, 5, 3, 1}",4.160455,0.049738,0.047010
"{1, 2, 20, 4, 5, 8, 7, 18, 13, 19, 9, 6, 15, 10, 17, 3, 14, 12, 16, 11, 1}",3.858477,"{1, 11, 16, 12, 14, 3, 17, 10, 15, 6, 9, 19, 13, 18, 7, 8, 5, 4, 20, 2, 1}",3.858477,0.000000,0.046863
"{1, 2, 14, 9, 4, 10, 19, 17, 8, 20, 12, 15, 11, 3, 18, 13, 16, 7, 5, 6, 1}",3.814184,"{1, 2, 14, 9, 4, 10, 19, 17, 8, 20, 12, 15, 11, 3, 18, 13, 16, 7, 5, 6, 1}",3.814184,0.000000,0.047218
"{1, 3, 4, 17, 12, 8, 9, 7, 20, 2, 15, 6, 18, 19, 10, 5, 16, 11, 13, 14, 1}",3.617840,"{1, 14, 17, 3, 4, 13, 11, 16, 5, 10, 19, 18, 6, 15, 8, 9, 7, 20, 2, 12, 1}",3.835657,0.060206,0.046950
"{1, 6, 19, 7, 13, 2, 8, 11, 17, 15, 18, 14, 3, 12, 4, 10, 16, 20, 9, 5, 1}",3.695945,"{1, 6, 19, 7, 13, 2, 8, 11, 17, 15, 18, 14, 3, 12, 4, 10, 16, 20, 9, 5, 1}",3.695945,0.000000,0.046774
"{1, 12, 16, 17, 3, 8, 13, 14, 19, 2, 9, 15, 5, 7, 10, 6, 11, 20, 4, 18, 1}",4.083753,"{1, 12, 8, 16, 17, 3, 13, 14, 19, 2, 9, 15, 5, 7, 10, 6, 11, 20, 4, 18, 1}",4.167498,0.020507,0.047011
"{1, 4, 15, 20, 5, 18, 3, 6, 11, 17, 13, 12, 19, 10, 8, 16, 2, 14, 7, 9, 1}",3.930296,"{1, 20, 5, 18, 3, 6, 11, 15, 4, 17, 13, 12, 19, 10, 8, 16, 2, 14, 7, 9, 1}",3.936271,0.001520,0.046955
"{1, 6, 2, 8, 5, 4, 19, 3, 18, 12, 20, 7, 17, 15, 16, 14, 13, 11, 9, 10, 1}",3.938817,"{1, 6, 2, 8, 5, 4, 19, 3, 18, 12, 20, 7, 17, 15, 16, 14, 13, 11, 9, 10, 1}",3.938817,0.000000,0.046960
"{1, 11, 8, 6, 19, 7, 20, 4, 2, 17, 9, 18, 15, 14, 16, 5, 3, 10, 12, 13, 1}",3.472580,"{1, 13, 12, 10, 3, 5, 16, 14, 15, 18, 9, 17, 6, 19, 2, 4, 20, 7, 8, 11, 1}",3.522692,0.014431,0.046579
"{1, 7, 11, 10, 20, 3, 5, 13, 4, 18, 19, 17, 16, 6, 15, 9, 8, 14, 12, 2, 1}",3.847153,"{1, 2, 12, 14, 8, 9, 15, 6, 16, 17, 19, 18, 4, 13, 5, 3, 20, 10, 11, 7, 1}",3.847153,0.000000,0.046622
"{1, 8, 11, 14, 6, 17, 7, 20, 18, 5, 12, 2, 13, 15, 4, 16, 3, 9, 19, 10, 1}",3.684021,"{1, 10, 19, 9, 3, 16, 15, 4, 13, 2, 12, 5, 18, 20, 7, 17, 6, 14, 11, 8, 1}",3.702164,0.004925,0.046771
"{1, 13, 12, 17, 10, 11, 19, 16, 4, 2, 18, 14, 3, 7, 20, 6, 8, 15, 9, 5, 1}",4.040527,"{1, 13, 5, 9, 15, 8, 6, 20, 7, 14, 3, 18, 2, 4, 16, 12, 19, 11, 17, 10, 1}",4.289013,0.061498,0.046714
"{1, 15, 16, 17, 2, 6, 19, 11, 18, 5, 8, 7, 10, 4, 13, 12, 14, 3, 9, 20, 1}",3.785747,"{1, 20, 9, 3, 14, 12, 4, 10, 13, 7, 8, 5, 18, 11, 19, 6, 2, 17, 15, 16, 1}",3.859577,0.019502,0.046596
"{1, 2, 7, 10, 16, 5, 19, 20, 13, 14, 12, 17, 4, 6, 11, 15, 18, 9, 8, 3, 1}",3.869821,"{1, 2, 7, 10, 16, 5, 19, 18, 15, 20, 13, 14, 12, 17, 4, 6, 11, 9, 8, 3, 1}",4.073754,0.052698,0.046837
"{1, 9, 16, 19, 5, 13, 11, 7, 2, 20, 18, 10, 17, 12, 6, 3, 4, 14, 8, 15, 1}",3.861225,"{1, 19, 9, 16, 8, 15, 14, 4, 3, 6, 12, 17, 10, 18, 20, 2, 7, 11, 13, 5, 1}",3.873836,0.003266,0.046784
"{1, 9, 8, 19, 14, 17, 11, 12, 6, 7, 20, 15, 16, 4, 5, 13, 18, 2, 3, 10, 1}",4.062003,"{1, 10, 12, 6, 7, 20, 15, 11, 9, 8, 19, 14, 17, 16, 4, 5, 13, 18, 2, 3, 1}",4.203933,0.034941,0.046578
"{1, 8, 7, 15, 12, 18, 9, 10, 2, 6, 4, 14, 3, 16, 17, 20, 5, 19, 13, 11, 1}",3.676964,"{1, 8, 7, 12, 18, 9, 10, 15, 2, 6, 4, 14, 3, 16, 17, 20, 5, 19, 13, 11, 1}",3.687598,0.002892,0.046714
"{1, 4, 16, 18, 2, 11, 17, 3, 9, 5, 20, 12, 14, 7, 19, 13, 15, 8, 6, 10, 1}",4.555329,"{1, 12, 14, 7, 15, 13, 19, 9, 5, 20, 3, 17, 11, 2, 18, 16, 4, 6, 8, 10, 1}",4.600867,0.009997,0.046828
"{1, 11, 18, 15, 10, 13, 19, 3, 20, 6, 7, 12, 2, 17, 14, 8, 4, 9, 5, 16, 1}",3.316560,"{1, 11, 18, 15, 10, 13, 19, 3, 20, 6, 7, 12, 2, 17, 14, 8, 4, 9, 5, 16, 1}",3.316560,0.000000,0.046978
"{1, 4, 15, 12, 19, 8, 3, 9, 16, 18, 17, 11, 13, 20, 5, 10, 2, 7, 14, 6, 1}",4.110346,"{1, 4, 10, 5, 20, 13, 11, 9, 3, 17, 18, 16, 8, 19, 12, 15, 6, 14, 7, 2, 1}",4.326276,0.052533,0.046962
"{1, 19, 6, 5, 20, 17, 14, 15, 4, 7, 10, 18, 11, 16, 2, 9, 13, 8, 12, 3, 1}",3.718596,"{1, 3, 12, 8, 13, 9, 2, 16, 11, 18, 10, 7, 4, 15, 14, 17, 20, 6, 19, 5, 1}",3.725438,0.001840,0.046584
"{1, 5, 18, 10, 8, 4, 20, 14, 11, 17, 15, 13, 6, 2, 9, 3, 7, 16, 19, 12, 1}",3.528236,"{1, 5, 18, 10, 8, 4, 20, 14, 11, 17, 15, 13, 6, 2, 9, 3, 7, 16, 19, 12, 1}",3.528236,0.000000,0.046934
"{1, 2, 11, 18, 14, 20, 6, 13, 16, 5, 12, 17, 19, 9, 7, 4, 10, 3, 15, 8, 1}",4.111119,"{1, 2, 20, 11, 18, 14, 6, 13, 16, 5, 12, 17, 19, 9, 7, 10, 4, 3, 15, 8, 1}",4.212451,0.024648,0.046469
"{1, 8, 4, 11, 20, 14, 7, 18, 9, 3, 16, 13, 15, 19, 6, 12, 10, 2, 5, 17, 1}",3.927776,"{1, 20, 14, 7, 18, 9, 15, 16, 3, 13, 19, 11, 4, 8, 6, 12, 10, 2, 5, 17, 1}",4.117723,0.048360,0.046858
"{1, 2, 4, 5, 3, 7, 8, 10, 17, 13, 20, 18, 12, 19, 9, 11, 15, 6, 14, 16, 1}",4.231188,"{1, 16, 14, 6, 15, 11, 9, 19, 12, 18, 20, 13, 17, 10, 8, 7, 3, 5, 4, 2, 1}",4.231188,0.000000,0.046617
"{1, 8, 10, 3, 2, 15, 18, 14, 6, 7, 9, 12, 17, 20, 11, 16, 19, 13, 5, 4, 1}",3.307940,"{1, 4, 5, 13, 19, 8, 16, 11, 20, 17, 12, 9, 7, 6, 14, 18, 15, 2, 3, 10, 1}",3.367509,0.018008,0.046666
"{1, 12, 20, 17, 11, 13, 7, 10, 8, 4, 16, 9, 2, 5, 3, 15, 14, 18, 6, 19, 1}",3.785032,"{1, 12, 20, 13, 11, 7, 10, 8, 4, 16, 9, 17, 2, 15, 14, 18, 6, 3, 5, 19, 1}",3.901955,0.030891,0.046790
"{1, 20, 18, 13, 14, 5, 4, 11, 7, 15, 10, 9, 3, 2, 19, 12, 16, 8, 17, 6, 1}",4.270316,"{1, 20, 18, 13, 14, 5, 4, 11, 3, 2, 9, 10, 15, 7, 19, 12, 16, 8, 17, 6, 1}",4.359895,0.020977,0.046696
"{1, 4, 13, 3, 7, 8, 12, 6, 17, 20, 18, 15, 9, 2, 11, 19, 10, 14, 16, 5, 1}",3.499749,"{1, 5, 16, 14, 10, 19, 11, 2, 9, 15, 20, 18, 12, 6, 17, 8, 7, 3, 13, 4, 1}",3.647325,0.042168,0.046675
"{1, 5, 13, 9, 6, 18, 15, 8, 3, 2, 12, 11, 4, 7, 10, 20, 19, 16, 14, 17, 1}",3.654544,"{1, 5, 13, 9, 6, 18, 15, 8, 3, 2, 12, 11, 4, 7, 10, 20, 19, 16, 14, 17, 1}",3.654544,0.000000,0.046561
"{1, 5, 17, 2, 11, 4, 20, 18, 12, 15, 9, 6, 3, 16, 13, 8, 14, 19, 10, 7, 1}",3.199432,"{1, 7, 10, 19, 14, 8, 13, 16, 3, 6, 9, 15, 12, 18, 20, 4, 11, 2, 17, 5, 1}",3.199431,0.000000,0.046727
"{1, 6, 17, 14, 16, 19, 15, 7, 13, 5, 8, 18, 2, 11, 20, 3, 9, 12, 10, 4, 1}",4.198782,"{1, 6, 17, 13, 7, 19, 16, 14, 15, 4, 10, 12, 9, 3, 20, 11, 2, 18, 5, 8, 1}",4.494890,0.070522,0.046677
"{1, 8, 4, 5, 13, 17, 12, 16, 2, 3, 19, 10, 15, 7, 6, 14, 20, 11, 18, 9, 1}",4.117345,"{1, 18, 9, 16, 14, 20, 11, 6, 7, 15, 10, 19, 3, 2, 12, 17, 13, 5, 4, 8, 1}",4.592297,0.115354,0.047003
"{1, 16, 11, 17, 7, 6, 5, 9, 19, 20, 8, 2, 3, 10, 18, 4, 13, 14, 15, 12, 1}",3.934701,"{1, 16, 11, 7, 6, 17, 5, 19, 9, 20, 8, 2, 3, 10, 18, 4, 13, 14, 15, 12, 1}",4.182116,0.062880,0.046868
"{1, 20, 18, 7, 11, 10, 15, 8, 4, 19, 3, 6, 12, 5, 17, 13, 2, 16, 9, 14, 1}",3.990696,"{1, 20, 18, 7, 11, 8, 4, 15, 17, 3, 19, 6, 12, 5, 13, 2, 10, 16, 14, 9, 1}",4.307847,0.079472,0.046723
"{1, 5, 10, 18, 6, 2, 7, 13, 11, 17, 3, 12, 16, 19, 4, 8, 14, 20, 15, 9, 1}",3.896191,"{1, 5, 10, 18, 6, 2, 7, 13, 11, 17, 3, 12, 16, 19, 4, 8, 14, 20, 15, 9, 1}",3.896191,0.000000,0.046878
"{1, 14, 7, 17, 19, 2, 13, 3, 9, 5, 15, 12, 4, 8, 11, 6, 10, 16, 20, 18, 1}",3.624345,"{1, 18, 6, 10, 16, 20, 8, 4, 5, 12, 15, 9, 3, 13, 2, 19, 11, 17, 7, 14, 1}",3.994505,0.102132,0.047167
"{1, 2, 6, 9, 4, 18, 5, 16, 3, 11, 15, 14, 12, 17, 8, 7, 19, 10, 20, 13, 1}",4.173317,"{1, 2, 6, 9, 4, 18, 5, 16, 3, 11, 15, 14, 12, 17, 8, 7, 19, 10, 20, 13, 1}",4.173317,0.000000,0.046859
"{1, 7, 12, 14, 8, 5, 20, 3, 15, 16, 13, 17, 2, 19, 4, 9, 18, 11, 6, 10, 1}",3.578983,"{1, 7, 12, 14, 8, 5, 20, 3, 15, 16, 13, 17, 2, 19, 4, 9, 18, 11, 6, 10, 1}",3.578983,0.000000,0.047056
"{1, 4, 10, 15, 14, 18, 8, 11, 16, 9, 7, 13, 3, 2, 20, 6, 19, 17, 5, 12, 1}",3.577363,"{1, 4, 10, 15, 14, 18, 8, 11, 16, 9, 7, 13, 3, 2, 20, 6, 19, 17, 5, 12, 1}",3.577363,0.000000,0.046594
"{1, 5, 6, 8, 19, 7, 20, 16, 18, 15, 10, 13, 4, 3, 11, 17, 9, 14, 12, 2, 1}",3.704625,"{1, 2, 12, 14, 9, 17, 11, 3, 4, 13, 10, 15, 18, 16, 20, 7, 19, 8, 6, 5, 1}",3.704625,0.000000,0.046852
"{1, 2, 10, 13, 16, 19, 9, 15, 14, 4, 20, 7, 5, 3, 8, 6, 17, 12, 11, 18, 1}",3.306465,"{1, 18, 17, 6, 8, 3, 5, 7, 20, 4, 14, 15, 9, 19, 16, 13, 10, 12, 11, 2, 1}",3.458394,0.045949,0.046712
"{1, 10, 2, 8, 5, 17, 14, 6, 7, 11, 4, 20, 3, 16, 12, 9, 19, 13, 15, 18, 1}",3.452044,"{1, 18, 13, 19, 9, 12, 15, 6, 7, 16, 3, 20, 4, 11, 2, 8, 5, 14, 17, 10, 1}",3.613244,0.046697,0.047074
"{1, 8, 16, 20, 12, 17, 2, 18, 4, 11, 15, 9, 14, 10, 13, 6, 5, 3, 19, 7, 1}",3.549651,"{1, 7, 19, 3, 5, 6, 13, 10, 14, 9, 15, 11, 4, 18, 2, 17, 12, 20, 16, 8, 1}",3.549651,0.000000,0.046712
"{1, 11, 7, 2, 4, 10, 6, 14, 5, 18, 12, 9, 17, 3, 16, 20, 13, 8, 19, 15, 1}",4.188061,"{1, 7, 2, 4, 10, 6, 14, 5, 3, 18, 12, 9, 17, 20, 13, 8, 19, 15, 16, 11, 1}",4.518677,0.078942,0.046609
"{1, 3, 16, 11, 14, 12, 10, 13, 8, 4, 9, 17, 7, 5, 6, 19, 18, 15, 2, 20, 1}",4.201019,"{1, 3, 16, 11, 14, 12, 10, 13, 8, 4, 9, 17, 7, 5, 6, 19, 18, 15, 2, 20, 1}",4.201019,0.000000,0.046695
"{1, 7, 16, 2, 10, 18, 15, 6, 17, 13, 11, 4, 20, 8, 5, 14, 12, 19, 9, 3, 1}",4.287157,"{1, 3, 19, 12, 14, 5, 8, 20, 4, 11, 9, 17, 13, 15, 6, 18, 10, 2, 16, 7, 1}",4.489273,0.047144,0.046661
"{1, 13, 11, 2, 15, 16, 9, 18, 14, 19, 17, 5, 7, 4, 8, 12, 10, 6, 20, 3, 1}",3.520352,"{1, 3, 20, 6, 10, 12, 8, 4, 7, 14, 19, 5, 17, 2, 18, 9, 16, 15, 11, 13, 1}",3.604235,0.023828,0.046753
"{1, 19, 12, 6, 15, 4, 8, 10, 3, 17, 11, 20, 2, 7, 13, 5, 9, 18, 14, 16, 1}",3.690884,"{1, 19, 12, 6, 15, 4, 8, 10, 3, 17, 11, 5, 9, 18, 14, 13, 2, 20, 7, 16, 1}",3.782277,0.024762,0.046663
"{1, 6, 18, 9, 4, 11, 16, 17, 5, 3, 13, 7, 15, 12, 19, 20, 2, 8, 10, 14, 1}",4.105630,"{1, 6, 9, 17, 4, 11, 16, 13, 7, 15, 12, 3, 5, 18, 19, 20, 2, 8, 10, 14, 1}",4.686234,0.141416,0.046819
"{1, 5, 18, 20, 17, 13, 12, 16, 7, 15, 2, 10, 14, 11, 8, 19, 3, 9, 4, 6, 1}",3.837150,"{1, 6, 4, 3, 9, 13, 19, 8, 11, 14, 12, 16, 10, 2, 7, 15, 20, 18, 5, 17, 1}",4.102197,0.069074,0.046741
"{1, 17, 2, 12, 15, 10, 7, 8, 13, 14, 6, 20, 18, 11, 19, 4, 16, 9, 3, 5, 1}",3.298160,"{1, 5, 3, 16, 9, 4, 19, 11, 18, 20, 6, 14, 13, 8, 7, 10, 15, 12, 2, 17, 1}",3.298051,-0.000033,0.046693
"{1, 17, 20, 16, 19, 9, 7, 11, 8, 14, 3, 18, 4, 2, 10, 5, 12, 13, 15, 6, 1}",3.731198,"{1, 17, 20, 16, 19, 9, 11, 7, 18, 8, 14, 3, 4, 2, 10, 5, 12, 13, 15, 6, 1}",3.811766,0.021593,0.046691
"{1, 3, 7, 2, 5, 17, 20, 18, 9, 8, 11, 16, 12, 13, 4, 14, 6, 19, 15, 10, 1}",3.599971,"{1, 3, 7, 5, 17, 20, 18, 9, 8, 11, 16, 2, 14, 12, 13, 4, 19, 6, 15, 10, 1}",3.734087,0.037255,0.047006
"{1, 6, 9, 20, 15, 14, 17, 8, 2, 13, 5, 18, 4, 12, 3, 16, 7, 10, 19, 11, 1}",4.142828,"{1, 6, 9, 20, 15, 14, 17, 2, 8, 13, 5, 4, 3, 16, 7, 12, 18, 10, 19, 11, 1}",4.159372,0.003993,0.046952
"{1, 7, 16, 11, 19, 13, 10, 15, 2, 3, 6, 14, 18, 9, 8, 20, 5, 4, 12, 17, 1}",4.050766,"{1, 17, 12, 4, 5, 20, 8, 9, 18, 14, 6, 3, 2, 15, 10, 13, 19, 11, 16, 7, 1}",4.050766,0.000000,0.046450
"{1, 11, 13, 12, 9, 16, 20, 18, 10, 15, 7, 17, 4, 5, 19, 3, 8, 2, 6, 14, 1}",3.412189,"{1, 11, 13, 12, 9, 16, 20, 18, 10, 15, 7, 17, 4, 5, 19, 3, 8, 2, 6, 14, 1}",3.412189,0.000000,0.046671
"{1, 2, 11, 13, 3, 7, 5, 6, 16, 9, 12, 18, 14, 15, 19, 8, 10, 17, 20, 4, 1}",4.021040,"{1, 4, 2, 11, 13, 6, 16, 9, 12, 14, 15, 19, 8, 10, 17, 20, 18, 5, 7, 3, 1}",4.153853,0.033030,0.046770
"{1, 18, 11, 7, 17, 13, 19, 20, 4, 2, 3, 9, 15, 14, 10, 5, 16, 6, 12, 8, 1}",3.619693,"{1, 18, 11, 7, 17, 13, 19, 20, 4, 2, 3, 9, 15, 14, 10, 5, 16, 6, 12, 8, 1}",3.619693,0.000000,0.047004
"{1, 10, 8, 2, 7, 17, 14, 13, 15, 12, 19, 5, 3, 16, 6, 9, 18, 20, 4, 11, 1}",4.184070,"{1, 11, 4, 20, 10, 18, 9, 6, 16, 3, 5, 12, 15, 19, 17, 14, 13, 7, 2, 8, 1}",4.342763,0.037928,0.046657
"{1, 8, 12, 20, 2, 3, 15, 11, 16, 17, 14, 7, 6, 4, 19, 9, 13, 18, 5, 10, 1}",4.593388,"{1, 18, 13, 9, 19, 4, 7, 14, 6, 8, 2, 20, 12, 17, 16, 11, 15, 3, 10, 5, 1}",4.834555,0.052503,0.046788
"{1, 15, 19, 5, 2, 4, 17, 3, 7, 16, 10, 11, 6, 13, 8, 18, 14, 12, 9, 20, 1}",3.377084,"{1, 20, 9, 12, 14, 18, 8, 13, 6, 11, 10, 16, 7, 3, 17, 4, 2, 5, 19, 15, 1}",3.377084,0.000000,0.047024
