optimal_tour,optimal_tour_length,transformer_tour,transformer_tour_length,score,time
"{1, 29, 4, 8, 3, 27, 24, 15, 17, 2, 23, 25, 14, 30, 13, 9, 18, 7, 11, 21, 12, 26, 10, 6, 20, 5, 22, 16, 19, 28, 1}",4.594259,"{1, 28, 6, 10, 26, 12, 20, 5, 22, 16, 19, 8, 29, 4, 24, 27, 3, 15, 17, 2, 23, 25, 14, 30, 13, 9, 18, 7, 11, 21, 1}",5.146861,0.120281,0.042767
"{1, 4, 11, 19, 6, 24, 3, 20, 25, 30, 7, 13, 14, 15, 18, 29, 16, 28, 2, 8, 27, 21, 23, 10, 5, 9, 26, 12, 22, 17, 1}",4.707633,"{1, 4, 11, 19, 6, 3, 24, 23, 10, 5, 9, 8, 27, 21, 14, 13, 20, 25, 30, 7, 15, 18, 29, 16, 2, 28, 26, 12, 22, 17, 1}",4.736404,0.006111,0.044846
"{1, 7, 25, 18, 17, 23, 5, 26, 10, 21, 27, 11, 22, 9, 12, 29, 19, 28, 24, 30, 8, 16, 3, 14, 6, 2, 15, 4, 20, 13, 1}",4.466599,"{1, 13, 20, 4, 15, 6, 2, 14, 3, 16, 8, 30, 24, 28, 19, 29, 12, 9, 22, 11, 27, 21, 10, 26, 17, 18, 23, 5, 7, 25, 1}",4.556361,0.020096,0.042813
"{1, 22, 13, 6, 9, 29, 27, 30, 25, 20, 24, 19, 3, 21, 14, 5, 12, 26, 4, 7, 16, 2, 18, 10, 11, 17, 8, 28, 23, 15, 1}",4.681131,"{1, 24, 19, 3, 21, 14, 5, 12, 26, 4, 10, 7, 16, 2, 18, 11, 17, 8, 28, 23, 15, 13, 22, 6, 9, 29, 27, 30, 25, 20, 1}",4.861233,0.038474,0.043168
"{1, 12, 17, 19, 11, 8, 4, 3, 22, 2, 18, 28, 15, 6, 9, 30, 13, 29, 27, 25, 7, 26, 23, 20, 24, 16, 14, 5, 21, 10, 1}",4.284163,"{1, 10, 21, 7, 25, 27, 26, 23, 20, 24, 5, 16, 14, 12, 17, 8, 11, 19, 4, 3, 22, 2, 18, 28, 15, 6, 9, 30, 13, 29, 1}",4.552497,0.062634,0.043622
"{1, 25, 28, 30, 3, 4, 16, 27, 6, 12, 26, 20, 22, 7, 13, 14, 11, 9, 18, 23, 21, 2, 5, 17, 24, 8, 15, 10, 29, 19, 1}",4.678457,"{1, 25, 28, 30, 3, 4, 16, 27, 6, 12, 26, 20, 22, 7, 13, 14, 11, 9, 18, 23, 21, 2, 5, 17, 24, 8, 15, 10, 29, 19, 1}",4.678457,0.000000,0.042577
"{1, 18, 15, 20, 10, 19, 23, 11, 3, 7, 12, 30, 27, 2, 28, 16, 14, 29, 25, 6, 4, 9, 21, 13, 17, 26, 22, 8, 24, 5, 1}",4.830416,"{1, 18, 15, 20, 10, 19, 23, 11, 3, 7, 12, 30, 27, 2, 28, 16, 14, 29, 25, 6, 4, 9, 21, 13, 17, 26, 22, 8, 24, 5, 1}",4.830416,0.000000,0.043437
"{1, 13, 17, 12, 6, 26, 14, 20, 19, 30, 9, 25, 16, 24, 11, 3, 23, 2, 21, 10, 28, 4, 8, 15, 29, 7, 27, 22, 5, 18, 1}",4.261620,"{1, 18, 5, 22, 27, 7, 29, 15, 8, 4, 28, 10, 21, 2, 23, 3, 11, 24, 16, 25, 9, 30, 19, 20, 14, 26, 6, 12, 17, 13, 1}",4.261620,0.000000,0.042724
"{1, 20, 2, 7, 26, 15, 17, 27, 13, 4, 30, 11, 28, 9, 10, 16, 8, 19, 5, 29, 12, 21, 22, 18, 25, 14, 24, 3, 23, 6, 1}",4.135425,"{1, 20, 2, 7, 26, 15, 17, 27, 13, 4, 30, 11, 28, 9, 10, 16, 8, 19, 5, 29, 12, 21, 22, 18, 25, 14, 24, 3, 23, 6, 1}",4.135425,0.000000,0.042585
"{1, 19, 28, 23, 7, 27, 6, 10, 22, 29, 21, 11, 5, 2, 16, 15, 3, 4, 17, 20, 26, 9, 14, 30, 25, 18, 8, 13, 24, 12, 1}",4.556028,"{1, 12, 24, 13, 18, 8, 20, 17, 4, 15, 3, 26, 9, 14, 25, 30, 19, 28, 23, 7, 27, 6, 10, 22, 29, 21, 11, 5, 2, 16, 1}",4.908125,0.077282,0.042545
"{1, 18, 30, 23, 12, 26, 13, 3, 2, 11, 10, 14, 29, 8, 19, 28, 25, 4, 6, 17, 27, 24, 22, 7, 15, 5, 9, 16, 21, 20, 1}",4.930411,"{1, 18, 30, 23, 12, 26, 13, 3, 2, 11, 10, 14, 29, 8, 19, 28, 25, 4, 6, 17, 27, 24, 22, 7, 15, 16, 21, 20, 9, 5, 1}",4.979013,0.009858,0.042568
"{1, 2, 23, 17, 13, 4, 8, 5, 22, 16, 27, 14, 9, 28, 24, 3, 26, 15, 21, 25, 12, 10, 29, 11, 19, 18, 20, 6, 7, 30, 1}",4.918149,"{1, 30, 7, 6, 20, 18, 19, 11, 29, 10, 12, 25, 21, 15, 26, 3, 24, 28, 9, 14, 27, 16, 22, 5, 8, 4, 13, 17, 23, 2, 1}",4.918149,0.000000,0.042827
"{1, 10, 13, 16, 18, 25, 30, 3, 5, 4, 23, 27, 12, 28, 8, 17, 9, 29, 20, 21, 7, 19, 24, 22, 6, 2, 11, 15, 26, 14, 1}",4.846175,"{1, 10, 13, 16, 18, 25, 3, 30, 5, 4, 23, 27, 12, 28, 8, 17, 21, 20, 29, 9, 19, 24, 22, 6, 2, 11, 15, 26, 14, 7, 1}",4.974084,0.026394,0.042723
"{1, 2, 27, 13, 30, 19, 16, 6, 4, 5, 18, 23, 17, 7, 26, 21, 24, 15, 8, 29, 28, 20, 9, 22, 11, 25, 10, 12, 14, 3, 1}",4.918168,"{1, 3, 12, 10, 25, 14, 22, 11, 9, 20, 28, 29, 8, 15, 24, 21, 26, 7, 17, 23, 18, 5, 4, 6, 16, 19, 30, 13, 27, 2, 1}",4.979471,0.012465,0.044805
"{1, 26, 25, 18, 27, 14, 24, 6, 29, 30, 13, 7, 11, 4, 8, 15, 17, 9, 2, 19, 5, 23, 12, 20, 16, 21, 28, 10, 3, 22, 1}",4.570320,"{1, 22, 3, 10, 28, 21, 16, 20, 12, 23, 5, 19, 2, 9, 17, 15, 8, 4, 11, 7, 13, 30, 29, 6, 24, 14, 27, 18, 25, 26, 1}",4.570320,0.000000,0.043256
"{1, 24, 16, 4, 21, 23, 15, 14, 28, 22, 17, 10, 6, 18, 12, 25, 29, 2, 11, 7, 26, 20, 27, 30, 13, 3, 9, 8, 5, 19, 1}",4.581218,"{1, 24, 16, 28, 14, 15, 23, 21, 4, 19, 5, 8, 9, 3, 13, 30, 26, 27, 20, 7, 11, 2, 29, 25, 12, 18, 6, 10, 17, 22, 1}",4.603815,0.004933,0.042621
"{1, 20, 7, 5, 16, 10, 8, 29, 11, 17, 23, 19, 30, 15, 13, 27, 25, 21, 24, 6, 12, 22, 9, 26, 28, 2, 4, 3, 18, 14, 1}",4.402239,"{1, 14, 18, 3, 4, 2, 28, 26, 9, 22, 12, 6, 24, 27, 21, 25, 17, 11, 29, 8, 10, 16, 23, 19, 30, 15, 13, 5, 7, 20, 1}",4.629510,0.051626,0.042636
"{1, 12, 15, 3, 27, 26, 10, 14, 17, 23, 16, 28, 30, 18, 13, 19, 29, 11, 8, 20, 22, 9, 4, 7, 24, 21, 5, 2, 6, 25, 1}",4.954758,"{1, 25, 6, 2, 5, 21, 9, 24, 7, 4, 20, 8, 11, 29, 19, 13, 18, 30, 28, 16, 23, 17, 14, 10, 26, 27, 3, 15, 22, 12, 1}",4.982048,0.005508,0.042592
"{1, 12, 18, 17, 30, 19, 26, 29, 27, 13, 21, 6, 23, 25, 3, 2, 11, 28, 8, 7, 9, 10, 4, 5, 20, 14, 16, 22, 15, 24, 1}",4.999864,"{1, 24, 15, 22, 16, 14, 20, 5, 4, 10, 9, 7, 8, 11, 28, 2, 3, 25, 23, 6, 21, 13, 27, 29, 26, 19, 30, 17, 18, 12, 1}",5.017285,0.003484,0.042558
"{1, 24, 21, 3, 10, 9, 7, 29, 20, 12, 6, 2, 26, 27, 8, 15, 23, 28, 14, 11, 25, 22, 5, 30, 17, 16, 4, 19, 18, 13, 1}",4.514455,"{1, 24, 21, 3, 10, 9, 7, 29, 20, 12, 6, 2, 26, 27, 8, 15, 23, 28, 14, 11, 25, 22, 5, 30, 17, 13, 18, 19, 16, 4, 1}",4.694402,0.039860,0.042733
"{1, 12, 28, 2, 14, 27, 22, 6, 17, 21, 13, 16, 3, 5, 15, 26, 11, 23, 18, 10, 29, 7, 9, 24, 25, 8, 20, 19, 30, 4, 1}",4.357007,"{1, 12, 28, 14, 2, 27, 22, 6, 17, 21, 13, 16, 3, 5, 15, 26, 11, 23, 18, 10, 29, 7, 9, 24, 25, 8, 20, 19, 30, 4, 1}",4.359743,0.000628,0.043051
"{1, 4, 5, 17, 15, 23, 18, 30, 11, 28, 27, 13, 25, 10, 21, 19, 26, 20, 8, 14, 22, 2, 16, 3, 29, 12, 7, 6, 9, 24, 1}",4.821879,"{1, 24, 9, 6, 7, 12, 29, 3, 16, 22, 14, 2, 8, 20, 26, 19, 21, 25, 10, 27, 13, 28, 11, 30, 18, 23, 15, 17, 5, 4, 1}",4.916328,0.019588,0.042728
"{1, 7, 21, 26, 24, 18, 19, 16, 30, 23, 27, 29, 12, 8, 17, 4, 6, 10, 2, 13, 15, 3, 11, 22, 9, 20, 14, 28, 5, 25, 1}",4.490340,"{1, 7, 21, 26, 24, 18, 19, 16, 30, 23, 27, 29, 12, 8, 17, 4, 6, 10, 2, 13, 15, 3, 11, 22, 9, 20, 14, 28, 5, 25, 1}",4.490340,0.000000,0.043229
"{1, 28, 2, 11, 7, 9, 25, 26, 30, 6, 13, 29, 20, 3, 12, 17, 10, 23, 4, 22, 8, 27, 24, 19, 15, 5, 21, 14, 18, 16, 1}",4.072024,"{1, 16, 18, 6, 13, 29, 20, 3, 12, 17, 10, 23, 4, 22, 8, 27, 19, 24, 15, 5, 21, 14, 28, 2, 11, 7, 9, 25, 26, 30, 1}",4.146666,0.018330,0.043848
"{1, 5, 30, 9, 23, 6, 8, 27, 7, 19, 28, 4, 21, 17, 2, 16, 10, 29, 15, 26, 12, 11, 20, 24, 13, 3, 18, 14, 25, 22, 1}",4.428290,"{1, 5, 30, 9, 23, 6, 8, 27, 7, 19, 28, 4, 21, 17, 2, 16, 10, 29, 15, 26, 12, 11, 20, 24, 13, 3, 18, 14, 25, 22, 1}",4.428290,0.000000,0.045183
"{1, 13, 2, 18, 9, 6, 26, 10, 24, 3, 23, 17, 15, 14, 29, 30, 20, 19, 28, 12, 4, 21, 16, 22, 7, 27, 8, 25, 11, 5, 1}",4.354819,"{1, 5, 25, 8, 27, 7, 22, 16, 21, 4, 12, 28, 19, 20, 30, 29, 14, 15, 17, 23, 3, 24, 10, 26, 6, 9, 11, 13, 2, 18, 1}",4.416802,0.014233,0.042835
"{1, 18, 30, 28, 29, 26, 3, 7, 22, 2, 19, 8, 6, 24, 14, 20, 13, 4, 5, 21, 9, 16, 12, 15, 17, 10, 25, 27, 11, 23, 1}",5.012251,"{1, 18, 22, 7, 30, 28, 26, 3, 29, 19, 2, 5, 4, 6, 8, 24, 14, 20, 13, 21, 9, 16, 12, 15, 17, 10, 25, 27, 11, 23, 1}",5.147537,0.026991,0.042630
"{1, 18, 28, 21, 15, 20, 19, 27, 29, 22, 7, 13, 25, 24, 10, 26, 23, 5, 4, 6, 12, 16, 17, 14, 3, 2, 11, 30, 9, 8, 1}",4.793658,"{1, 18, 28, 21, 15, 20, 19, 27, 29, 22, 7, 13, 25, 24, 10, 26, 23, 5, 4, 6, 12, 16, 17, 14, 3, 2, 11, 30, 9, 8, 1}",4.793658,0.000000,0.042619
"{1, 30, 8, 22, 29, 16, 5, 26, 25, 10, 21, 15, 13, 11, 24, 3, 12, 17, 14, 20, 7, 2, 4, 27, 6, 28, 19, 18, 9, 23, 1}",4.929382,"{1, 23, 9, 18, 19, 28, 6, 27, 4, 7, 2, 20, 14, 17, 12, 3, 24, 11, 13, 15, 21, 10, 25, 26, 5, 16, 29, 22, 30, 8, 1}",4.933883,0.000913,0.042597
"{1, 8, 14, 21, 10, 25, 19, 29, 4, 24, 23, 26, 16, 22, 12, 7, 30, 15, 11, 17, 9, 28, 18, 20, 27, 2, 5, 6, 3, 13, 1}",4.711606,"{1, 13, 3, 6, 5, 2, 27, 20, 18, 28, 9, 17, 11, 15, 30, 7, 12, 22, 16, 26, 23, 24, 4, 29, 19, 25, 10, 21, 14, 8, 1}",4.711605,0.000000,0.042802
"{1, 20, 14, 10, 28, 9, 7, 25, 23, 18, 19, 24, 11, 30, 16, 2, 8, 5, 26, 29, 13, 21, 12, 17, 27, 15, 4, 6, 3, 22, 1}",4.709964,"{1, 22, 3, 6, 4, 15, 27, 17, 12, 21, 13, 29, 26, 5, 8, 2, 16, 30, 11, 24, 19, 18, 23, 25, 7, 9, 28, 10, 14, 20, 1}",4.709963,0.000000,0.042793
"{1, 21, 22, 30, 23, 27, 17, 16, 20, 19, 13, 4, 14, 28, 12, 26, 9, 7, 10, 2, 15, 8, 29, 25, 18, 11, 5, 24, 3, 6, 1}",4.472785,"{1, 6, 3, 24, 5, 11, 18, 25, 29, 8, 15, 2, 10, 7, 9, 26, 12, 28, 14, 4, 13, 19, 20, 17, 27, 23, 30, 16, 22, 21, 1}",4.482977,0.002279,0.043009
"{1, 21, 3, 13, 15, 29, 22, 26, 8, 20, 24, 28, 6, 11, 4, 16, 9, 19, 25, 23, 14, 2, 12, 7, 18, 17, 30, 5, 27, 10, 1}",4.594858,"{1, 10, 5, 27, 7, 12, 2, 14, 23, 25, 19, 9, 16, 4, 11, 6, 28, 24, 20, 8, 26, 22, 29, 15, 13, 3, 21, 30, 17, 18, 1}",4.696356,0.022089,0.042983
"{1, 25, 26, 22, 27, 4, 7, 5, 15, 14, 17, 28, 12, 6, 23, 19, 21, 10, 13, 9, 8, 16, 24, 20, 18, 30, 3, 29, 2, 11, 1}",4.272432,"{1, 11, 2, 29, 3, 30, 20, 24, 18, 16, 8, 9, 13, 10, 21, 19, 23, 6, 12, 28, 17, 14, 15, 5, 7, 4, 27, 22, 26, 25, 1}",4.283605,0.002615,0.043026
"{1, 16, 6, 8, 22, 9, 30, 21, 14, 28, 27, 25, 11, 29, 17, 23, 10, 7, 13, 18, 12, 3, 5, 15, 24, 26, 2, 4, 20, 19, 1}",4.027083,"{1, 19, 20, 4, 2, 26, 24, 15, 5, 3, 12, 18, 13, 7, 10, 23, 17, 29, 11, 25, 27, 28, 14, 21, 30, 9, 22, 8, 6, 16, 1}",4.027083,0.000000,0.043004
"{1, 18, 24, 23, 25, 19, 3, 2, 28, 13, 17, 15, 14, 21, 6, 4, 16, 8, 5, 30, 11, 7, 22, 26, 27, 20, 29, 10, 12, 9, 1}",4.599222,"{1, 9, 12, 10, 29, 20, 27, 26, 22, 7, 11, 30, 5, 8, 16, 4, 6, 21, 14, 15, 17, 13, 28, 2, 3, 19, 25, 23, 24, 18, 1}",4.599223,0.000000,0.042631
"{1, 5, 2, 30, 4, 16, 6, 23, 26, 8, 10, 11, 7, 18, 28, 24, 14, 22, 3, 19, 20, 27, 29, 21, 12, 9, 25, 13, 17, 15, 1}",4.769123,"{1, 15, 17, 13, 25, 19, 20, 9, 12, 21, 29, 27, 24, 28, 18, 7, 11, 10, 8, 26, 23, 6, 22, 14, 3, 16, 4, 30, 2, 5, 1}",4.820745,0.010824,0.044711
"{1, 25, 13, 8, 4, 17, 10, 29, 3, 30, 21, 14, 24, 20, 28, 2, 15, 16, 5, 6, 19, 26, 7, 11, 23, 22, 18, 27, 9, 12, 1}",4.213943,"{1, 25, 13, 8, 4, 17, 10, 29, 3, 30, 14, 21, 24, 20, 28, 2, 15, 16, 5, 6, 19, 26, 7, 11, 23, 22, 18, 27, 9, 12, 1}",4.223934,0.002371,0.042568
"{1, 12, 28, 3, 11, 29, 9, 2, 23, 13, 26, 25, 8, 20, 18, 5, 19, 30, 15, 17, 10, 6, 7, 16, 4, 27, 14, 24, 21, 22, 1}",4.751351,"{1, 22, 21, 24, 6, 7, 16, 14, 27, 4, 10, 17, 15, 19, 5, 18, 20, 8, 25, 26, 13, 23, 2, 9, 29, 11, 3, 28, 12, 30, 1}",4.880818,0.027249,0.042601
"{1, 15, 18, 20, 24, 23, 28, 7, 9, 16, 6, 27, 13, 3, 17, 14, 21, 25, 30, 4, 5, 26, 19, 8, 12, 11, 22, 10, 2, 29, 1}",4.562871,"{1, 15, 18, 20, 24, 23, 28, 7, 9, 16, 6, 27, 13, 3, 17, 14, 21, 12, 8, 11, 29, 2, 10, 22, 26, 19, 4, 25, 30, 5, 1}",4.984540,0.092413,0.042629
"{1, 10, 16, 20, 25, 5, 27, 3, 19, 4, 9, 17, 26, 11, 6, 13, 21, 12, 24, 2, 8, 30, 7, 28, 18, 23, 29, 14, 22, 15, 1}",4.360688,"{1, 15, 22, 14, 29, 23, 18, 28, 7, 30, 8, 2, 24, 12, 21, 13, 11, 26, 6, 17, 9, 4, 19, 3, 5, 27, 25, 20, 10, 16, 1}",4.401578,0.009377,0.042620
"{1, 12, 2, 18, 17, 8, 10, 15, 13, 5, 25, 27, 23, 9, 26, 21, 22, 6, 24, 20, 19, 28, 11, 4, 16, 29, 3, 30, 7, 14, 1}",4.605412,"{1, 14, 3, 29, 16, 4, 11, 28, 19, 20, 23, 24, 6, 22, 21, 26, 9, 13, 5, 25, 27, 30, 7, 12, 2, 18, 17, 8, 10, 15, 1}",4.847516,0.052569,0.042587
"{1, 12, 7, 19, 13, 24, 20, 29, 8, 5, 25, 21, 6, 22, 23, 11, 4, 18, 9, 26, 27, 14, 3, 17, 16, 2, 28, 30, 10, 15, 1}",4.500215,"{1, 15, 10, 30, 28, 2, 16, 17, 3, 14, 27, 26, 9, 18, 4, 11, 29, 20, 24, 13, 19, 7, 12, 25, 21, 6, 22, 23, 5, 8, 1}",4.663135,0.036203,0.042624
"{1, 24, 12, 16, 2, 22, 8, 29, 30, 9, 6, 19, 11, 4, 7, 10, 26, 18, 28, 23, 27, 15, 17, 25, 5, 3, 20, 13, 21, 14, 1}",4.325580,"{1, 3, 14, 21, 13, 20, 15, 17, 25, 5, 24, 12, 16, 2, 22, 8, 29, 30, 9, 6, 19, 11, 4, 7, 10, 26, 18, 28, 23, 27, 1}",4.627837,0.069877,0.042675
"{1, 8, 5, 16, 30, 12, 20, 3, 21, 7, 9, 18, 25, 26, 17, 23, 10, 2, 4, 15, 22, 13, 27, 19, 28, 14, 29, 24, 11, 6, 1}",4.207851,"{1, 8, 5, 16, 30, 12, 20, 3, 21, 7, 9, 18, 25, 26, 17, 23, 10, 2, 4, 15, 22, 13, 27, 19, 28, 14, 29, 24, 11, 6, 1}",4.207851,0.000000,0.043426
"{1, 4, 17, 12, 25, 2, 29, 19, 26, 20, 28, 11, 8, 15, 18, 23, 30, 16, 14, 24, 7, 21, 3, 5, 9, 22, 6, 13, 27, 10, 1}",4.905824,"{1, 16, 30, 23, 18, 15, 8, 11, 28, 20, 26, 19, 29, 22, 9, 5, 6, 13, 27, 10, 4, 17, 12, 25, 2, 3, 21, 7, 24, 14, 1}",5.200436,0.060054,0.043844
"{1, 20, 10, 27, 3, 12, 18, 23, 25, 21, 6, 14, 29, 8, 9, 16, 4, 24, 11, 13, 2, 30, 19, 15, 7, 28, 5, 17, 26, 22, 1}",4.867133,"{1, 22, 26, 17, 5, 28, 7, 15, 19, 30, 2, 13, 11, 24, 4, 16, 9, 8, 29, 14, 6, 21, 25, 23, 18, 12, 3, 27, 10, 20, 1}",4.867133,0.000000,0.043779
"{1, 9, 24, 12, 28, 21, 29, 5, 16, 7, 11, 14, 19, 25, 22, 8, 6, 18, 30, 27, 20, 17, 2, 15, 4, 10, 23, 3, 26, 13, 1}",4.660252,"{1, 13, 26, 3, 23, 10, 4, 15, 2, 17, 20, 27, 30, 18, 6, 8, 22, 25, 19, 14, 11, 7, 16, 5, 29, 21, 28, 12, 24, 9, 1}",4.660252,0.000000,0.045829
"{1, 16, 6, 18, 25, 17, 2, 30, 27, 13, 12, 9, 20, 5, 14, 11, 21, 4, 22, 28, 26, 8, 7, 24, 15, 10, 3, 23, 29, 19, 1}",4.780195,"{1, 16, 6, 18, 25, 17, 2, 30, 27, 13, 12, 9, 20, 5, 14, 11, 21, 4, 22, 28, 26, 8, 7, 24, 15, 10, 3, 23, 29, 19, 1}",4.780195,0.000000,0.043220
"{1, 22, 12, 3, 11, 30, 15, 10, 20, 2, 21, 8, 26, 5, 23, 18, 28, 17, 19, 9, 29, 7, 4, 13, 6, 14, 16, 27, 24, 25, 1}",3.996852,"{1, 25, 24, 16, 27, 14, 6, 13, 4, 7, 29, 9, 19, 17, 28, 18, 23, 5, 26, 8, 21, 2, 20, 10, 15, 30, 11, 3, 12, 22, 1}",4.000380,0.000883,0.042628
"{1, 16, 24, 26, 6, 11, 23, 4, 7, 20, 30, 10, 14, 19, 22, 18, 9, 17, 28, 29, 25, 21, 13, 12, 27, 5, 8, 2, 15, 3, 1}",4.087844,"{1, 3, 15, 2, 8, 5, 27, 13, 12, 21, 25, 29, 28, 17, 9, 18, 22, 19, 14, 10, 30, 20, 7, 4, 23, 11, 26, 6, 24, 16, 1}",4.159138,0.017441,0.042543
"{1, 3, 11, 19, 25, 6, 17, 22, 14, 9, 16, 29, 20, 28, 2, 27, 10, 12, 26, 30, 13, 15, 8, 24, 21, 4, 18, 5, 7, 23, 1}",4.267627,"{1, 23, 7, 5, 18, 4, 24, 8, 15, 30, 13, 26, 12, 10, 27, 2, 28, 20, 29, 16, 9, 14, 22, 17, 6, 25, 19, 11, 3, 21, 1}",4.300005,0.007587,0.042567
"{1, 26, 8, 10, 3, 7, 29, 14, 2, 21, 30, 13, 9, 28, 27, 22, 24, 6, 16, 11, 4, 19, 25, 18, 15, 5, 20, 23, 12, 17, 1}",4.094547,"{1, 26, 8, 10, 3, 7, 29, 14, 2, 21, 30, 13, 9, 28, 27, 22, 24, 6, 16, 11, 4, 19, 25, 18, 15, 5, 20, 23, 12, 17, 1}",4.094547,0.000000,0.042605
"{1, 5, 9, 30, 17, 24, 10, 14, 11, 19, 23, 22, 25, 27, 2, 26, 16, 6, 29, 28, 13, 21, 18, 15, 20, 3, 7, 12, 8, 4, 1}",4.478184,"{1, 4, 5, 9, 30, 17, 24, 10, 14, 11, 19, 23, 22, 25, 27, 2, 26, 16, 6, 29, 28, 13, 21, 18, 15, 20, 3, 7, 12, 8, 1}",4.485027,0.001528,0.042680
"{1, 6, 18, 28, 3, 23, 7, 12, 16, 19, 29, 25, 13, 2, 24, 4, 11, 30, 20, 8, 15, 21, 26, 5, 22, 27, 17, 14, 10, 9, 1}",4.801179,"{1, 9, 10, 14, 17, 21, 22, 5, 26, 15, 8, 20, 30, 11, 4, 24, 2, 13, 25, 29, 19, 16, 23, 12, 7, 3, 27, 28, 18, 6, 1}",4.841342,0.008365,0.042562
"{1, 17, 3, 28, 15, 12, 18, 4, 19, 6, 30, 23, 14, 22, 24, 26, 27, 8, 13, 7, 16, 10, 2, 29, 25, 9, 20, 11, 21, 5, 1}",4.103867,"{1, 5, 21, 11, 20, 9, 25, 29, 2, 10, 16, 7, 13, 8, 27, 26, 24, 22, 14, 23, 30, 6, 19, 4, 18, 12, 15, 28, 3, 17, 1}",4.103866,0.000000,0.042554
"{1, 4, 3, 17, 2, 10, 5, 15, 20, 19, 9, 27, 6, 28, 24, 23, 18, 21, 14, 11, 29, 12, 16, 13, 30, 7, 25, 22, 8, 26, 1}",4.350042,"{1, 26, 22, 8, 25, 7, 16, 13, 30, 12, 29, 11, 14, 21, 18, 23, 24, 28, 4, 3, 17, 2, 10, 5, 15, 20, 19, 9, 27, 6, 1}",4.695849,0.079495,0.042584
"{1, 13, 2, 23, 30, 4, 28, 27, 7, 19, 14, 20, 17, 12, 29, 21, 16, 3, 24, 9, 6, 18, 10, 15, 26, 8, 25, 22, 11, 5, 1}",3.998894,"{1, 5, 11, 22, 25, 8, 26, 15, 10, 18, 6, 9, 24, 3, 16, 21, 29, 12, 17, 20, 14, 19, 27, 28, 7, 4, 30, 23, 2, 13, 1}",3.993404,-0.001373,0.042673
"{1, 25, 19, 16, 30, 17, 5, 3, 15, 26, 21, 23, 11, 7, 9, 4, 24, 14, 2, 28, 6, 29, 18, 27, 13, 10, 20, 22, 12, 8, 1}",4.448442,"{1, 25, 19, 16, 30, 17, 5, 3, 15, 26, 21, 23, 11, 7, 9, 4, 24, 14, 2, 28, 6, 29, 18, 27, 13, 10, 20, 22, 12, 8, 1}",4.448442,0.000000,0.042582
"{1, 3, 7, 24, 9, 17, 13, 16, 29, 6, 12, 27, 8, 10, 22, 25, 21, 19, 5, 28, 11, 18, 20, 2, 14, 4, 30, 15, 26, 23, 1}",4.580235,"{1, 23, 26, 15, 30, 4, 14, 2, 20, 18, 11, 28, 5, 19, 21, 10, 25, 22, 8, 27, 12, 6, 29, 16, 13, 17, 9, 24, 7, 3, 1}",4.594883,0.003198,0.045285
"{1, 13, 14, 9, 17, 23, 10, 8, 20, 5, 7, 28, 27, 22, 11, 18, 24, 3, 16, 25, 4, 26, 19, 2, 6, 21, 30, 12, 29, 15, 1}",4.566427,"{1, 13, 14, 9, 17, 23, 10, 8, 20, 5, 7, 28, 27, 22, 11, 18, 24, 3, 16, 25, 4, 26, 19, 2, 6, 21, 30, 12, 29, 15, 1}",4.566427,0.000000,0.042596
"{1, 10, 24, 3, 25, 6, 12, 14, 15, 30, 27, 5, 4, 13, 9, 8, 23, 22, 19, 18, 2, 28, 20, 11, 7, 16, 29, 21, 17, 26, 1}",4.284383,"{1, 10, 24, 3, 25, 6, 12, 14, 15, 30, 27, 5, 4, 13, 9, 8, 23, 22, 19, 18, 2, 28, 20, 11, 7, 16, 29, 21, 17, 26, 1}",4.284383,0.000000,0.042672
"{1, 24, 18, 11, 12, 6, 20, 10, 13, 25, 22, 28, 4, 19, 2, 16, 14, 29, 23, 3, 15, 9, 17, 27, 7, 5, 26, 8, 21, 30, 1}",4.842761,"{1, 24, 18, 11, 12, 6, 20, 10, 13, 25, 22, 28, 4, 19, 2, 16, 14, 29, 23, 3, 15, 9, 17, 27, 7, 5, 26, 8, 21, 30, 1}",4.842761,0.000000,0.043394
"{1, 14, 7, 5, 28, 18, 13, 4, 26, 11, 2, 16, 20, 19, 27, 23, 3, 15, 24, 30, 22, 8, 10, 12, 21, 17, 29, 9, 6, 25, 1}",4.932474,"{1, 25, 6, 29, 9, 17, 16, 21, 12, 10, 8, 22, 30, 20, 24, 15, 3, 23, 27, 19, 2, 11, 26, 4, 13, 18, 28, 5, 7, 14, 1}",4.983329,0.010310,0.042562
"{1, 27, 19, 28, 10, 9, 29, 17, 8, 5, 25, 14, 6, 3, 7, 30, 4, 22, 24, 11, 15, 16, 20, 23, 2, 12, 26, 21, 13, 18, 1}",4.422093,"{1, 18, 13, 21, 26, 12, 2, 23, 20, 16, 15, 11, 24, 22, 4, 30, 7, 3, 6, 8, 17, 5, 25, 14, 19, 28, 29, 9, 10, 27, 1}",4.469280,0.010671,0.043638
"{1, 30, 19, 15, 29, 23, 8, 18, 17, 22, 25, 20, 2, 24, 6, 11, 10, 26, 3, 7, 27, 4, 12, 13, 28, 16, 5, 14, 9, 21, 1}",4.921410,"{1, 21, 14, 9, 24, 6, 11, 10, 2, 20, 25, 22, 8, 17, 7, 3, 26, 27, 4, 18, 12, 13, 28, 23, 30, 19, 29, 15, 16, 5, 1}",5.050580,0.026246,0.042561
