optimal_tour,optimal_tour_length,gcn_tour,gcn_tour_length,score,time
"{1, 5, 12, 22, 4, 13, 28, 18, 8, 19, 7, 16, 17, 30, 15, 9, 29, 21, 27, 10, 14, 26, 20, 6, 25, 3, 2, 11, 23, 24, 1}",4.369939,"{1, 5, 22, 12, 4, 13, 28, 18, 8, 19, 7, 17, 16, 30, 15, 9, 21, 29, 27, 10, 14, 26, 20, 6, 25, 3, 2, 11, 23, 24, 1}",4.388647,0.004281,0.094865
"{1, 17, 19, 30, 2, 14, 18, 26, 11, 20, 21, 6, 28, 15, 22, 16, 9, 25, 3, 4, 24, 12, 10, 8, 5, 29, 27, 23, 7, 13, 1}",4.296967,"{1, 17, 19, 27, 23, 7, 13, 30, 2, 14, 21, 18, 20, 11, 26, 6, 28, 15, 22, 16, 9, 25, 3, 4, 24, 12, 10, 8, 5, 29, 1}",4.837833,0.125872,0.095040
"{1, 15, 19, 4, 8, 28, 5, 27, 3, 24, 12, 25, 7, 2, 13, 29, 23, 6, 10, 26, 30, 14, 17, 21, 9, 20, 18, 16, 11, 22, 1}",4.732243,"{1, 15, 22, 11, 16, 18, 20, 9, 21, 17, 30, 14, 26, 10, 6, 23, 29, 13, 2, 7, 25, 12, 24, 3, 27, 5, 28, 19, 4, 8, 1}",4.825404,0.019686,0.095684
"{1, 24, 20, 9, 6, 7, 12, 23, 28, 18, 13, 10, 27, 26, 30, 25, 4, 17, 14, 21, 11, 29, 5, 19, 22, 3, 8, 15, 2, 16, 1}",4.666326,"{1, 16, 2, 15, 8, 3, 5, 22, 19, 29, 11, 21, 14, 17, 4, 25, 13, 10, 18, 27, 26, 30, 7, 28, 23, 12, 6, 9, 20, 24, 1}",4.783519,0.025115,0.095006
"{1, 7, 15, 28, 11, 26, 5, 16, 13, 10, 3, 24, 27, 12, 4, 18, 23, 20, 30, 6, 22, 8, 19, 25, 14, 2, 9, 17, 29, 21, 1}",4.747536,"{1, 21, 29, 17, 2, 9, 14, 25, 19, 8, 22, 6, 30, 20, 23, 18, 12, 4, 27, 24, 3, 10, 13, 16, 5, 26, 28, 11, 15, 7, 1}",4.806767,0.012476,0.095639
"{1, 26, 22, 23, 3, 4, 17, 21, 8, 30, 12, 14, 2, 7, 29, 15, 20, 19, 10, 9, 24, 27, 5, 6, 25, 13, 28, 18, 16, 11, 1}",4.711271,"{1, 26, 22, 23, 3, 4, 17, 21, 8, 30, 12, 14, 2, 7, 29, 15, 20, 27, 5, 24, 19, 10, 9, 6, 25, 13, 28, 18, 16, 11, 1}",4.738031,0.005680,0.095298
"{1, 22, 20, 6, 3, 13, 26, 15, 17, 25, 9, 28, 2, 23, 21, 8, 27, 7, 29, 14, 18, 16, 5, 4, 11, 19, 10, 24, 12, 30, 1}",4.908279,"{1, 22, 20, 6, 3, 26, 13, 15, 17, 25, 9, 28, 2, 23, 21, 7, 27, 8, 29, 14, 18, 16, 5, 4, 11, 19, 10, 24, 12, 30, 1}",4.961521,0.010847,0.095280
"{1, 30, 27, 3, 20, 28, 13, 18, 22, 7, 21, 29, 14, 8, 23, 19, 9, 10, 5, 17, 25, 24, 2, 6, 26, 4, 16, 11, 15, 12, 1}",4.326756,"{1, 15, 11, 16, 4, 26, 6, 2, 24, 25, 17, 19, 9, 10, 5, 23, 8, 14, 29, 21, 7, 22, 18, 13, 28, 20, 3, 27, 30, 12, 1}",4.402278,0.017455,0.093925
"{1, 7, 11, 29, 28, 2, 18, 26, 22, 25, 14, 15, 10, 27, 9, 5, 30, 23, 12, 3, 20, 16, 17, 8, 24, 6, 13, 4, 21, 19, 1}",4.427309,"{1, 21, 19, 13, 4, 7, 11, 29, 28, 2, 18, 26, 22, 25, 14, 15, 27, 10, 30, 5, 9, 23, 12, 3, 20, 16, 17, 8, 24, 6, 1}",4.889017,0.104286,0.094026
"{1, 15, 23, 24, 21, 27, 29, 18, 10, 16, 9, 20, 5, 6, 7, 30, 28, 4, 17, 2, 25, 8, 3, 13, 19, 22, 12, 14, 26, 11, 1}",4.074483,"{1, 26, 14, 12, 22, 19, 8, 25, 2, 17, 3, 13, 4, 5, 20, 6, 7, 30, 28, 11, 15, 23, 24, 21, 27, 29, 18, 10, 16, 9, 1}",4.585284,0.125366,0.094533
"{1, 11, 3, 22, 5, 16, 17, 19, 8, 30, 14, 10, 6, 23, 28, 2, 29, 25, 20, 13, 15, 18, 9, 7, 12, 26, 4, 24, 27, 21, 1}",4.743540,"{1, 11, 3, 22, 5, 16, 21, 27, 24, 4, 26, 12, 7, 9, 17, 8, 19, 30, 14, 10, 6, 28, 2, 29, 23, 25, 20, 13, 18, 15, 1}",5.282127,0.113541,0.093765
"{1, 3, 17, 8, 10, 6, 19, 18, 11, 15, 28, 20, 25, 16, 12, 9, 5, 7, 23, 27, 4, 14, 21, 13, 24, 26, 29, 2, 30, 22, 1}",4.842656,"{1, 22, 30, 3, 17, 11, 15, 25, 16, 12, 9, 5, 7, 23, 27, 4, 14, 21, 13, 24, 29, 26, 2, 8, 10, 6, 18, 19, 28, 20, 1}",5.535648,0.143102,0.094289
"{1, 30, 12, 7, 6, 16, 5, 27, 4, 18, 22, 25, 10, 29, 24, 17, 20, 3, 15, 11, 14, 9, 26, 19, 21, 8, 28, 23, 13, 2, 1}",5.029730,"{1, 30, 12, 6, 7, 16, 5, 27, 4, 18, 22, 25, 10, 29, 24, 17, 20, 3, 15, 11, 14, 9, 26, 19, 21, 8, 28, 23, 13, 2, 1}",5.032531,0.000557,0.093936
"{1, 30, 8, 12, 3, 23, 17, 25, 15, 22, 27, 29, 9, 4, 16, 13, 2, 18, 20, 19, 5, 24, 21, 11, 10, 14, 6, 26, 7, 28, 1}",4.023758,"{1, 30, 8, 12, 3, 23, 15, 22, 25, 17, 29, 9, 4, 27, 13, 16, 10, 14, 11, 21, 24, 20, 5, 19, 18, 2, 6, 26, 7, 28, 1}",4.229977,0.051250,0.095149
"{1, 28, 22, 23, 7, 12, 5, 11, 25, 27, 30, 20, 21, 3, 13, 26, 18, 6, 9, 8, 24, 16, 2, 19, 29, 10, 4, 15, 14, 17, 1}",4.231026,"{1, 17, 28, 22, 23, 7, 12, 5, 11, 25, 27, 30, 20, 21, 18, 26, 6, 9, 8, 24, 16, 2, 19, 29, 10, 3, 13, 4, 15, 14, 1}",4.394834,0.038716,0.092977
"{1, 29, 8, 10, 3, 20, 26, 6, 19, 24, 30, 15, 5, 17, 14, 2, 7, 23, 22, 4, 27, 9, 16, 21, 12, 13, 18, 11, 28, 25, 1}",4.522285,"{1, 29, 8, 10, 3, 20, 26, 19, 6, 5, 17, 14, 7, 23, 2, 22, 4, 27, 9, 16, 30, 15, 24, 21, 12, 13, 18, 11, 28, 25, 1}",4.812629,0.064203,0.093847
"{1, 25, 9, 16, 24, 5, 2, 7, 22, 26, 20, 14, 3, 17, 27, 21, 18, 19, 10, 23, 15, 28, 6, 8, 29, 12, 30, 13, 4, 11, 1}",4.457198,"{1, 25, 9, 16, 26, 22, 7, 5, 2, 24, 11, 4, 13, 30, 12, 29, 6, 8, 28, 15, 23, 10, 19, 18, 21, 27, 17, 3, 14, 20, 1}",4.633415,0.039535,0.095571
"{1, 5, 8, 25, 13, 7, 18, 30, 26, 16, 10, 6, 3, 22, 17, 15, 2, 20, 19, 23, 21, 29, 14, 11, 27, 12, 9, 28, 4, 24, 1}",4.305238,"{1, 24, 4, 25, 13, 7, 18, 30, 26, 16, 10, 6, 3, 22, 17, 15, 2, 20, 19, 23, 21, 29, 14, 8, 5, 11, 27, 12, 9, 28, 1}",4.374343,0.016051,0.094107
"{1, 17, 2, 12, 8, 6, 22, 19, 23, 16, 21, 5, 11, 3, 18, 15, 10, 27, 9, 25, 4, 20, 24, 7, 26, 14, 28, 13, 30, 29, 1}",4.370302,"{1, 29, 13, 30, 17, 12, 2, 8, 6, 22, 19, 16, 23, 21, 5, 11, 3, 18, 15, 10, 27, 9, 25, 4, 20, 24, 7, 26, 14, 28, 1}",4.594586,0.051320,0.094523
"{1, 25, 7, 15, 6, 4, 17, 12, 24, 23, 8, 21, 18, 13, 11, 9, 22, 29, 3, 10, 16, 20, 28, 19, 2, 30, 26, 14, 27, 5, 1}",4.553256,"{1, 25, 7, 15, 6, 4, 17, 12, 24, 23, 8, 21, 18, 13, 11, 9, 22, 29, 3, 10, 20, 28, 16, 19, 2, 30, 26, 14, 27, 5, 1}",4.693148,0.030724,0.094652
"{1, 27, 11, 21, 5, 13, 20, 6, 9, 22, 2, 12, 23, 18, 24, 8, 10, 15, 4, 3, 29, 17, 30, 14, 28, 26, 25, 19, 16, 7, 1}",4.719554,"{1, 7, 16, 19, 25, 26, 28, 14, 30, 17, 29, 3, 4, 15, 10, 8, 24, 18, 23, 27, 11, 12, 2, 22, 9, 6, 20, 13, 5, 21, 1}",4.822536,0.021820,0.093867
"{1, 10, 14, 22, 23, 13, 2, 4, 24, 21, 15, 7, 17, 29, 6, 12, 19, 11, 20, 9, 3, 8, 30, 18, 26, 16, 25, 27, 5, 28, 1}",4.909217,"{1, 10, 14, 22, 23, 13, 2, 4, 24, 21, 15, 7, 17, 29, 6, 12, 19, 20, 11, 5, 28, 27, 25, 16, 26, 18, 30, 8, 3, 9, 1}",5.319579,0.083590,0.094666
"{1, 10, 28, 11, 24, 18, 22, 23, 19, 15, 30, 9, 17, 21, 8, 12, 16, 20, 13, 5, 14, 6, 29, 7, 2, 25, 3, 4, 26, 27, 1}",4.767467,"{1, 10, 28, 11, 24, 18, 22, 23, 19, 27, 26, 15, 30, 9, 17, 21, 8, 12, 16, 20, 7, 2, 25, 3, 4, 5, 13, 29, 6, 14, 1}",5.026755,0.054387,0.094879
"{1, 20, 6, 23, 14, 24, 13, 12, 10, 9, 7, 18, 8, 21, 2, 26, 29, 30, 11, 5, 27, 28, 3, 19, 15, 16, 22, 4, 17, 25, 1}",4.775328,"{1, 20, 6, 23, 14, 24, 13, 12, 10, 7, 18, 8, 21, 2, 26, 29, 30, 11, 5, 27, 28, 3, 19, 15, 16, 22, 4, 17, 25, 9, 1}",5.007669,0.048655,0.093783
"{1, 12, 25, 4, 5, 29, 11, 23, 26, 3, 6, 9, 15, 30, 17, 16, 13, 2, 24, 28, 8, 18, 20, 14, 27, 10, 22, 7, 21, 19, 1}",4.330130,"{1, 12, 7, 22, 25, 4, 5, 29, 11, 23, 26, 3, 6, 17, 9, 15, 30, 16, 13, 2, 24, 28, 8, 18, 20, 14, 27, 10, 21, 19, 1}",4.353662,0.005434,0.095670
"{1, 6, 24, 18, 14, 28, 17, 27, 12, 19, 11, 7, 9, 29, 22, 3, 23, 15, 20, 2, 10, 21, 26, 16, 5, 13, 4, 8, 30, 25, 1}",4.381436,"{1, 25, 5, 13, 4, 8, 30, 6, 24, 18, 14, 28, 17, 27, 12, 19, 11, 7, 9, 29, 22, 3, 23, 15, 20, 2, 10, 21, 26, 16, 1}",4.882536,0.114369,0.095620
"{1, 12, 11, 7, 29, 14, 26, 3, 19, 16, 20, 24, 13, 23, 27, 22, 28, 15, 8, 9, 6, 18, 25, 5, 30, 2, 17, 21, 4, 10, 1}",4.676211,"{1, 12, 11, 7, 14, 29, 26, 10, 4, 21, 17, 2, 3, 19, 16, 24, 13, 20, 27, 23, 22, 28, 15, 8, 9, 6, 18, 25, 30, 5, 1}",4.940442,0.056505,0.095275
"{1, 3, 10, 5, 6, 29, 16, 23, 28, 15, 30, 8, 22, 4, 21, 25, 18, 13, 26, 17, 14, 19, 7, 9, 11, 20, 27, 2, 24, 12, 1}",4.563855,"{1, 3, 10, 5, 29, 6, 12, 24, 2, 27, 20, 11, 7, 9, 19, 14, 17, 26, 13, 18, 25, 21, 4, 22, 8, 30, 15, 28, 23, 16, 1}",4.577248,0.002935,0.095854
"{1, 4, 10, 16, 2, 7, 13, 23, 14, 27, 9, 12, 20, 26, 28, 11, 3, 19, 24, 15, 21, 5, 30, 18, 17, 8, 22, 29, 25, 6, 1}",4.782524,"{1, 4, 10, 16, 2, 7, 13, 23, 14, 27, 9, 12, 20, 26, 28, 11, 3, 19, 15, 21, 5, 30, 24, 8, 17, 18, 29, 25, 6, 22, 1}",4.923425,0.029462,0.093798
"{1, 16, 19, 12, 23, 9, 15, 20, 17, 18, 25, 7, 21, 14, 10, 11, 4, 29, 6, 22, 28, 5, 24, 30, 27, 8, 13, 26, 3, 2, 1}",4.835512,"{1, 2, 3, 26, 13, 8, 16, 27, 30, 24, 5, 28, 22, 6, 29, 10, 4, 11, 14, 21, 7, 25, 18, 17, 20, 15, 9, 23, 12, 19, 1}",4.848193,0.002622,0.094645
"{1, 26, 18, 4, 13, 9, 2, 11, 24, 27, 8, 28, 5, 7, 20, 10, 23, 21, 3, 17, 30, 29, 14, 22, 19, 16, 6, 25, 12, 15, 1}",4.592785,"{1, 15, 12, 19, 22, 16, 14, 29, 30, 17, 3, 21, 23, 10, 20, 7, 5, 28, 8, 27, 24, 11, 2, 9, 6, 13, 25, 4, 18, 26, 1}",4.686267,0.020354,0.094339
"{1, 2, 18, 6, 28, 11, 25, 27, 24, 3, 9, 19, 26, 12, 15, 4, 8, 22, 30, 14, 16, 10, 13, 17, 29, 23, 5, 7, 20, 21, 1}",4.490248,"{1, 21, 17, 13, 10, 16, 14, 30, 22, 8, 4, 26, 12, 15, 19, 9, 3, 24, 27, 25, 11, 28, 6, 18, 2, 20, 7, 5, 29, 23, 1}",4.704073,0.047620,0.094059
"{1, 8, 22, 10, 13, 20, 27, 4, 23, 3, 21, 7, 29, 12, 26, 5, 16, 25, 19, 17, 24, 28, 2, 14, 9, 15, 6, 18, 11, 30, 1}",4.994925,"{1, 30, 8, 22, 10, 13, 20, 27, 4, 23, 3, 21, 7, 29, 26, 12, 5, 16, 25, 19, 17, 24, 28, 2, 14, 9, 15, 6, 18, 11, 1}",5.060383,0.013105,0.095577
"{1, 28, 7, 22, 13, 4, 21, 23, 6, 11, 15, 24, 8, 14, 29, 12, 18, 3, 27, 30, 17, 25, 2, 5, 16, 20, 19, 9, 10, 26, 1}",4.100052,"{1, 28, 7, 22, 13, 4, 21, 23, 6, 11, 24, 15, 8, 14, 25, 12, 29, 18, 3, 27, 30, 17, 2, 5, 16, 20, 19, 9, 10, 26, 1}",4.250894,0.036790,0.094729
"{1, 9, 28, 21, 19, 17, 3, 22, 29, 5, 12, 16, 20, 4, 13, 11, 8, 30, 14, 7, 18, 25, 6, 26, 23, 15, 24, 10, 2, 27, 1}",4.596626,"{1, 9, 28, 21, 19, 17, 3, 22, 29, 5, 12, 16, 20, 4, 27, 11, 8, 30, 14, 7, 13, 2, 10, 18, 24, 15, 23, 26, 6, 25, 1}",4.932322,0.073031,0.094086
"{1, 9, 10, 5, 3, 16, 18, 20, 26, 28, 13, 7, 12, 29, 4, 17, 30, 15, 8, 23, 19, 24, 14, 22, 25, 6, 2, 27, 21, 11, 1}",4.607857,"{1, 9, 11, 21, 27, 2, 10, 6, 25, 22, 5, 3, 16, 18, 20, 26, 28, 24, 14, 19, 23, 8, 15, 30, 17, 4, 29, 12, 7, 13, 1}",5.094996,0.105719,0.095299
"{1, 30, 25, 17, 9, 22, 28, 6, 29, 14, 26, 23, 12, 19, 24, 7, 20, 4, 27, 16, 5, 3, 13, 11, 8, 21, 15, 2, 10, 18, 1}",3.986939,"{1, 30, 25, 17, 9, 22, 28, 6, 29, 14, 7, 20, 4, 24, 19, 26, 23, 12, 27, 16, 5, 3, 13, 11, 8, 2, 15, 21, 10, 18, 1}",4.037964,0.012798,0.093727
"{1, 28, 17, 10, 13, 26, 2, 9, 27, 24, 5, 8, 23, 21, 19, 11, 30, 12, 7, 18, 3, 16, 4, 14, 29, 15, 25, 20, 22, 6, 1}",4.335049,"{1, 6, 22, 20, 25, 15, 29, 12, 30, 11, 19, 21, 23, 8, 5, 24, 27, 9, 2, 26, 13, 10, 17, 28, 16, 3, 18, 7, 4, 14, 1}",4.354167,0.004410,0.094801
"{1, 27, 6, 18, 7, 9, 2, 10, 11, 4, 12, 8, 14, 30, 16, 13, 22, 21, 3, 19, 25, 28, 23, 29, 26, 17, 15, 5, 24, 20, 1}",4.540243,"{1, 20, 24, 5, 15, 17, 26, 29, 23, 28, 25, 19, 3, 21, 22, 13, 16, 30, 14, 8, 12, 4, 11, 10, 2, 9, 7, 18, 6, 27, 1}",4.540243,0.000000,0.095419
"{1, 14, 11, 4, 20, 24, 12, 2, 7, 28, 6, 22, 15, 5, 18, 8, 26, 27, 25, 3, 19, 17, 23, 13, 29, 10, 21, 30, 16, 9, 1}",4.416372,"{1, 14, 11, 4, 10, 21, 16, 9, 30, 29, 13, 23, 3, 27, 26, 8, 18, 25, 5, 15, 22, 6, 28, 7, 2, 12, 20, 24, 17, 19, 1}",4.800582,0.086997,0.094424
"{1, 11, 15, 26, 6, 29, 4, 25, 8, 7, 20, 17, 10, 3, 23, 18, 22, 9, 2, 16, 13, 27, 24, 28, 19, 14, 12, 30, 5, 21, 1}",4.695997,"{1, 11, 21, 14, 12, 30, 5, 4, 25, 8, 7, 29, 6, 20, 17, 10, 3, 23, 18, 22, 9, 2, 16, 13, 27, 24, 28, 19, 15, 26, 1}",5.063803,0.078323,0.094672
"{1, 7, 30, 25, 20, 9, 19, 13, 23, 11, 3, 18, 8, 4, 15, 12, 14, 22, 21, 28, 17, 26, 29, 5, 6, 24, 16, 10, 27, 2, 1}",4.136456,"{1, 7, 30, 25, 19, 13, 20, 9, 23, 11, 3, 18, 8, 4, 15, 12, 14, 22, 21, 28, 17, 29, 26, 5, 6, 24, 16, 10, 27, 2, 1}",4.164566,0.006796,0.093343
"{1, 2, 24, 18, 10, 29, 15, 25, 17, 26, 3, 8, 7, 13, 19, 21, 20, 11, 28, 14, 12, 22, 4, 5, 9, 27, 6, 16, 23, 30, 1}",3.812132,"{1, 30, 23, 16, 6, 27, 9, 5, 4, 22, 12, 14, 11, 28, 20, 21, 19, 13, 7, 8, 25, 15, 29, 10, 18, 17, 26, 3, 24, 2, 1}",3.998845,0.048979,0.094972
"{1, 30, 17, 11, 28, 26, 4, 9, 24, 10, 29, 20, 16, 22, 7, 19, 14, 6, 27, 5, 25, 15, 23, 2, 8, 12, 18, 13, 3, 21, 1}",4.626723,"{1, 21, 13, 3, 30, 17, 11, 28, 4, 26, 9, 24, 10, 29, 20, 16, 22, 7, 19, 14, 6, 27, 5, 25, 15, 23, 2, 8, 12, 18, 1}",4.728102,0.021911,0.095098
"{1, 2, 22, 15, 9, 29, 10, 17, 18, 6, 16, 20, 13, 14, 8, 4, 28, 11, 12, 26, 19, 24, 21, 5, 27, 23, 3, 7, 25, 30, 1}",3.999713,"{1, 2, 30, 25, 7, 3, 23, 27, 5, 21, 24, 19, 26, 12, 11, 28, 4, 8, 14, 13, 20, 16, 6, 18, 17, 10, 29, 9, 15, 22, 1}",4.038241,0.009633,0.095372
"{1, 28, 14, 21, 23, 8, 7, 22, 24, 17, 6, 27, 5, 18, 25, 29, 13, 16, 19, 2, 10, 26, 9, 30, 15, 4, 12, 11, 3, 20, 1}",4.795673,"{1, 28, 20, 3, 11, 12, 4, 15, 30, 9, 26, 10, 2, 19, 16, 18, 5, 27, 6, 17, 24, 22, 7, 8, 23, 14, 21, 29, 25, 13, 1}",4.856731,0.012732,0.096303
"{1, 21, 19, 3, 6, 15, 28, 29, 8, 23, 11, 5, 30, 10, 25, 24, 9, 18, 17, 12, 14, 27, 16, 13, 22, 4, 7, 2, 20, 26, 1}",4.561958,"{1, 26, 20, 7, 2, 8, 29, 28, 6, 21, 19, 3, 15, 24, 25, 9, 10, 30, 23, 11, 5, 12, 4, 22, 14, 13, 16, 27, 17, 18, 1}",5.166974,0.132622,0.095295
"{1, 5, 20, 26, 24, 12, 18, 3, 30, 28, 16, 29, 19, 11, 2, 17, 7, 22, 14, 4, 10, 25, 8, 27, 9, 15, 6, 13, 23, 21, 1}",4.831497,"{1, 21, 23, 13, 6, 15, 9, 27, 14, 4, 25, 10, 22, 7, 17, 2, 11, 19, 29, 16, 18, 12, 24, 26, 20, 5, 3, 30, 28, 8, 1}",5.130940,0.061977,0.094528
"{1, 20, 23, 17, 8, 29, 21, 11, 2, 22, 25, 12, 19, 7, 9, 30, 6, 27, 13, 26, 16, 15, 14, 24, 28, 5, 10, 4, 3, 18, 1}",4.605931,"{1, 18, 3, 30, 6, 4, 10, 5, 27, 13, 26, 14, 28, 24, 15, 16, 22, 2, 11, 21, 29, 25, 12, 19, 7, 9, 8, 17, 23, 20, 1}",4.671371,0.014208,0.095352
"{1, 28, 20, 12, 16, 6, 7, 30, 15, 13, 23, 5, 22, 27, 17, 14, 25, 9, 19, 3, 26, 2, 10, 11, 29, 18, 24, 4, 21, 8, 1}",4.447325,"{1, 28, 20, 12, 16, 6, 7, 30, 15, 13, 17, 14, 27, 22, 5, 23, 11, 29, 10, 2, 19, 25, 9, 3, 26, 4, 24, 18, 21, 8, 1}",4.564309,0.026304,0.094794
"{1, 13, 4, 10, 15, 9, 28, 24, 20, 8, 3, 27, 29, 21, 19, 26, 18, 25, 2, 11, 5, 23, 14, 30, 22, 12, 17, 16, 6, 7, 1}",4.143692,"{1, 7, 6, 16, 14, 30, 22, 12, 17, 24, 28, 20, 8, 9, 15, 10, 4, 13, 23, 5, 11, 2, 18, 25, 26, 19, 21, 29, 27, 3, 1}",4.610872,0.112745,0.093615
"{1, 17, 16, 3, 12, 18, 28, 9, 27, 8, 13, 20, 7, 6, 4, 2, 11, 10, 30, 5, 23, 14, 22, 26, 21, 15, 19, 24, 25, 29, 1}",4.458144,"{1, 17, 3, 16, 12, 18, 28, 27, 9, 8, 13, 20, 7, 6, 2, 4, 10, 11, 30, 5, 23, 14, 22, 26, 21, 24, 25, 29, 19, 15, 1}",4.614427,0.035056,0.093811
"{1, 14, 7, 24, 15, 6, 10, 22, 4, 3, 30, 9, 28, 2, 8, 20, 26, 12, 19, 13, 23, 18, 27, 17, 21, 16, 11, 29, 5, 25, 1}",4.000578,"{1, 14, 7, 25, 5, 15, 24, 6, 10, 22, 4, 29, 11, 16, 21, 17, 27, 18, 23, 13, 19, 26, 12, 20, 8, 2, 28, 3, 30, 9, 1}",4.410094,0.102364,0.094778
"{1, 29, 19, 5, 23, 4, 6, 7, 27, 3, 8, 16, 12, 2, 15, 18, 28, 22, 20, 11, 14, 17, 25, 21, 9, 24, 30, 13, 26, 10, 1}",4.350604,"{1, 29, 19, 5, 4, 23, 3, 8, 27, 16, 12, 2, 15, 18, 28, 22, 20, 11, 14, 17, 25, 21, 9, 24, 30, 13, 26, 10, 7, 6, 1}",4.509198,0.036453,0.095220
"{1, 30, 10, 16, 9, 12, 22, 29, 15, 27, 11, 6, 5, 14, 3, 26, 19, 4, 17, 21, 18, 13, 2, 24, 25, 7, 8, 20, 23, 28, 1}",4.476197,"{1, 30, 10, 16, 9, 12, 22, 29, 15, 27, 11, 6, 3, 26, 5, 14, 19, 17, 21, 4, 18, 13, 24, 25, 7, 8, 20, 23, 28, 2, 1}",4.608499,0.029557,0.095189
"{1, 12, 8, 5, 19, 11, 28, 30, 13, 17, 3, 15, 16, 6, 10, 29, 24, 27, 18, 7, 9, 21, 14, 4, 20, 22, 2, 25, 26, 23, 1}",4.458043,"{1, 12, 26, 23, 22, 20, 4, 21, 9, 7, 18, 27, 24, 14, 2, 25, 29, 10, 6, 16, 15, 3, 17, 13, 30, 28, 11, 19, 5, 8, 1}",4.648140,0.042641,0.094356
"{1, 4, 16, 12, 26, 5, 18, 19, 11, 14, 28, 2, 25, 21, 7, 10, 29, 23, 8, 13, 24, 20, 30, 15, 6, 27, 3, 22, 9, 17, 1}",4.612394,"{1, 17, 9, 22, 3, 27, 6, 15, 30, 20, 24, 13, 8, 23, 29, 10, 25, 21, 19, 2, 28, 14, 11, 18, 5, 26, 12, 7, 16, 4, 1}",4.712288,0.021658,0.093584
"{1, 7, 17, 9, 24, 23, 8, 27, 15, 26, 3, 2, 10, 28, 20, 16, 6, 5, 14, 22, 19, 21, 12, 18, 25, 30, 11, 4, 13, 29, 1}",4.660229,"{1, 29, 13, 4, 11, 30, 25, 18, 12, 21, 19, 22, 14, 5, 6, 16, 20, 28, 10, 2, 3, 26, 15, 27, 8, 23, 24, 9, 17, 7, 1}",4.660229,0.000000,0.095250
"{1, 29, 30, 17, 28, 20, 5, 24, 18, 22, 26, 21, 27, 13, 9, 7, 2, 25, 3, 19, 4, 10, 15, 8, 12, 11, 16, 6, 23, 14, 1}",4.856143,"{1, 29, 30, 17, 28, 20, 5, 24, 18, 22, 26, 21, 27, 13, 9, 7, 2, 25, 3, 19, 4, 10, 15, 8, 12, 11, 16, 6, 23, 14, 1}",4.856143,0.000000,0.093978
"{1, 9, 21, 4, 23, 15, 6, 11, 5, 24, 18, 14, 28, 12, 30, 25, 2, 7, 27, 10, 3, 16, 19, 26, 8, 13, 22, 17, 29, 20, 1}",4.523199,"{1, 20, 9, 21, 4, 23, 15, 6, 11, 5, 24, 18, 14, 28, 12, 30, 25, 2, 27, 7, 10, 3, 16, 19, 26, 8, 13, 22, 17, 29, 1}",4.571741,0.010732,0.094248
"{1, 2, 6, 3, 29, 15, 12, 21, 19, 16, 11, 18, 7, 23, 22, 25, 30, 9, 24, 28, 5, 20, 10, 14, 26, 8, 17, 27, 4, 13, 1}",3.754216,"{1, 2, 13, 4, 27, 17, 8, 26, 14, 10, 20, 5, 28, 24, 9, 30, 25, 22, 23, 7, 18, 11, 16, 19, 21, 12, 15, 29, 3, 6, 1}",3.764048,0.002619,0.093914
"{1, 13, 23, 30, 12, 24, 29, 5, 15, 21, 22, 6, 19, 17, 10, 28, 18, 25, 11, 16, 3, 4, 2, 7, 26, 14, 9, 20, 27, 8, 1}",5.085044,"{1, 8, 27, 20, 9, 14, 26, 7, 2, 4, 3, 16, 11, 25, 18, 28, 22, 21, 15, 29, 5, 6, 12, 24, 23, 13, 30, 19, 17, 10, 1}",5.814947,0.143539,0.092460
"{1, 18, 29, 13, 15, 4, 22, 20, 12, 27, 23, 14, 26, 3, 17, 16, 8, 11, 2, 7, 24, 30, 21, 10, 25, 19, 9, 5, 28, 6, 1}",4.492671,"{1, 18, 29, 13, 15, 4, 22, 6, 28, 5, 9, 19, 25, 10, 21, 30, 24, 7, 2, 11, 8, 16, 17, 3, 26, 14, 23, 27, 12, 20, 1}",4.757619,0.058973,0.092715
"{1, 22, 25, 10, 5, 8, 27, 21, 14, 18, 6, 16, 29, 23, 2, 12, 3, 26, 28, 11, 17, 15, 9, 13, 7, 19, 20, 4, 30, 24, 1}",4.755284,"{1, 22, 24, 30, 4, 20, 28, 26, 19, 7, 11, 13, 9, 17, 15, 29, 23, 2, 12, 3, 6, 16, 18, 14, 21, 27, 8, 5, 10, 25, 1}",4.990620,0.049489,0.092916
"{1, 27, 3, 19, 9, 4, 29, 28, 22, 10, 18, 15, 26, 11, 7, 16, 2, 13, 12, 14, 25, 23, 6, 24, 8, 5, 20, 30, 17, 21, 1}",4.357780,"{1, 21, 17, 27, 3, 19, 9, 4, 29, 28, 22, 10, 18, 15, 26, 11, 7, 16, 2, 13, 12, 14, 25, 23, 6, 24, 8, 5, 20, 30, 1}",4.445653,0.020165,0.093133
"{1, 15, 28, 20, 27, 6, 19, 18, 17, 7, 21, 9, 30, 2, 11, 26, 4, 29, 14, 13, 24, 10, 3, 8, 12, 22, 23, 5, 25, 16, 1}",4.267242,"{1, 16, 25, 5, 23, 22, 12, 8, 3, 10, 24, 13, 14, 29, 4, 26, 11, 2, 30, 21, 9, 7, 17, 18, 19, 6, 27, 20, 28, 15, 1}",4.302571,0.008279,0.093012
